hotstar_id,title,description,genre,year,age_rating,running_time,seasons,episodes,type
1260106358,Paridhi,"Ranjit is in a dilemma with a questionable situation about his father. Seems like he has some issues with his wife"" siya"" as well related to his father",Drama,2022,U/A 13+,17,not present,not present,movie
1000238104,Rosogolla,"Tracing the life of Nobin Chandra Das, Bengal's legendary confectioner. Inspired by his beloved, the budding sweet maker invents Rosogulla, the iconic dessert.",Historical,2018,U,130,not present,not present,movie
1770000742,Garfield: A Tail Of Two Kitties,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle.",Family,2006,U/A 7+,74,not present,not present,movie
1000041508,Kakkothikkavile Appooppanthadikal,"Scorned for being poor, Murali runs away and meets a gypsy girl, Kakkothi. Later, when he takes her to his schoolteacher, she unravels a mystery to her past.",Family,1988,U/A 7+,99,not present,not present,movie
1000036276,The King & The Commissioner,"Following the deaths of intelligence officials, IAS officer Joseph Alex and supercop Bharathchandran get involved in the case, only to uncover a terrorist plot.",Action,2011,U/A 16+,182,not present,not present,movie
1260073100,The Ballad of Nessie,"""The Ballad of Nessie"" is a whimsical and colourful tale about the friendly Loch Ness monster, Nessie, and her best friend MacQuack, the rubber duck.",Animation,2011,U,5,not present,not present,movie
1000106136,Darode,A woman working in a finance company gets cheated. A group of youngsters come forward to help her seek revenge.,Drama,1985,U/A 13+,119,not present,not present,movie
1000106293,Aayiram Naavulla Ananthan,"Nandakumar and Ananthan are doctor brothers. While treating one of his patients, Nandakumar makes a mistake. Will Ananthan be able to help him?",Drama,1996,U/A 13+,144,not present,not present,movie
1000205397,Yeti Obhijaan,"Based on Sunil Gangopadhyay's book Pahar Churaye Atonko, Kakababu and Santu set out to Gorokhshep plateau to unravel the mystery of the legendary beast Yeti.",Mystery,2017,U,119,not present,not present,movie
1000212873,Ankahee,"Dr Shekhar is happily married to Nandita. Trouble creeps in their paradise when he falls for an over-possessive Kavya, who takes over his life.",Thriller,2006,U/A 13+,147,not present,not present,movie
1000074331,Kai Raja Kai,"When gangster Bhattu steals a box of gold biscuits, it finally lands in the hands of two unemployed youngsters. They decide to sell the gold, and chaos ensues.",Action,2015,U/A 13+,120,not present,not present,movie
1000107242,Dhanam,"Sivasankaran Nair decides to solve his financial problems by turning in a gang of smugglers and claiming the reward money. However, his plan goes awry.",Action,1991,U/A 16+,125,not present,not present,movie
1000108805,Manchi Manishi - Dada,"An orphan, Parvathi, marries a rich man only to leave him. Now, their son, Prabhu, will play Cupid and reunite his parents.",Drama,1984,U/A 13+,120,not present,not present,movie
1000157763,Oru Marubhoomikkadha,"Madhavan toils hard in the Middle East. To make matters worse, a girl stages her kidnapping and involves him in the mess.",Thriller,2011,U,165,not present,not present,movie
1836063400,Bahaar,"Story of one such innocent girl, who left her home for a happily ever after and everything was fine till reality finally hit her.",Drama,2021,A,22,not present,not present,movie
1260023096,For The Birds,A group of small birds roosting on a telephone wire get their just deserts when a goofy bird drops in.,Animation,2001,U,3,not present,not present,movie
1000044263,Satya In Love,Satya falls in love with Veda after seeing her serve the poor. His search for her lands him in Kurnool where he comes face to face with her strict father.,Romance,2008,U/A 16+,151,not present,not present,movie
1000097908,Priya Manase,"Uday decides to donate his kidney to his love, Priya. However, she is healthy, and her reports got exchanged with that of a kidney patient.",Romance,2004,U/A 7+,114,not present,not present,movie
1000069647,Vasthad,"Prabha, a happy-go-lucky guy, is always compared to his serious, responsible brother. When his brother gets killed, he is blamed for it. But what's the truth?",Drama,2005,U/A 16+,107,not present,not present,movie
1000058493,Madras,Kaali and his politically charged friend Anbu get into a heated debate over walls on which to put up party posters. How far will they go to prove their point?,Action,2014,U/A 16+,142,not present,not present,movie
1820019627,Aise He Hai Zindagi,A sweet film which will have you wishing your better half does something similar for you.,Romance,2017,U/A 13+,7,not present,not present,movie
1770016995,War Chhod Na Yaar,"When war is declared between India and Pakistan, an unlikely friendship blooms between two army captains from the opposite sides.",Comedy,2013,U/A 13+,108,not present,not present,movie
1000106288,Angene Oru Avadhikkalathu,"Balakrishnan, a teacher, falls for his colleague Nirmala. He decides to accompany her to her village but is unprepared for what happens during the journey.",Thriller,1999,U,129,not present,not present,movie
1000238415,Tik Tik Tik,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life.",Thriller,2018,U,117,not present,not present,movie
1260105457,Laali,"A lonely laundryman from the suburbs of Kolkata finds companionship in an unclaimed red dress, which triggers esoteric memories from the past.",Drama,2022,U/A 13+,35,not present,not present,movie
1770015360,Eddie the Eagle,"Eddie Edwards, a ski-jumper, tackles various challenges in order to become the first participant to represent the Great Britain in Olympic ski-jumping.",Historical,2016,U/A 13+,101,not present,not present,movie
1770016608,31st October,"In the aftermath of Indira Gandhi's assassination, Devender Singh and his family get trapped in endless danger as the anti-Sikh riots break out in Delhi.",Action,2016,U/A 16+,96,not present,not present,movie
1000157979,Pandu Pandoru Rajakumari,"Devu's father-in-law takes care of her after her husband's death. A chance meeting with Appukuttan, a childhood friend, changes the course of her life.",Drama,1992,U,128,not present,not present,movie
1260023078,Descendants,The teenage son of the king and queen of Auradon offers the trouble-making children of villains a chance to attend prep school in the kingdom.,Teen,2015,U,111,not present,not present,movie
1000105374,Confident Casanovva,Casanovva decides to record the moves of four thieves at a wedding. He involves them in a live reality show to teach them how much harm they can cause.,Romance,2012,U/A 13+,164,not present,not present,movie
1000068943,Makutam,"After having escaped prison before being given a death penalty, Raja seeks refuge with Stella. He then sets out to seek revenge from those who wronged him.",Drama,1986,U/A 13+,126,not present,not present,movie
1000216975,Bhavesh Joshi Superhero,An extraordinary story of an ordinary superhero who cannot fly or swing; but fights for justice by exposing corruption and unmasking the truth.,Action,2018,U/A 16+,145,not present,not present,movie
1260067854,Twenty Something,"Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",Animation,2021,U/A 7+,7,not present,not present,movie
1260063352,Us Again,An elderly man and his young-at-heart wife rekindle their passion for life on one magical night.,Animation,2021,U/A 7+,6,not present,not present,movie
1000107698,Danger Biscuit,"Balachandran, an undercover cop, sets out to investigate gold smuggling in a hospital. While on his mission, he uncovers shocking details.",Thriller,1969,U/A 7+,131,not present,not present,movie
1000063885,Swamy,"A doting brother, Swami, is left heartbroken when his sisters Sita and Gita are killed by a lecherous influential man. How will he avenge their deaths?",Action,2004,U/A 16+,148,not present,not present,movie
1000228677,Bhet,"When Sudha remarries, she has to leave her son, Anand behind. Years later, the two yearn to meet, but the societal pressures threaten to ruin this reunion.",Drama,2002,U,134,not present,not present,movie
1260027012,"Marvel: 75 Years, From Pulp To Pop!",Emily Vancamp hosts this documentary feature showing the history and development of Marvel from the first comic book to the Marvel Cinematic Universe.,Documentary,2014,U/A 7+,41,not present,not present,movie
1000110774,Kinnaripuzhayoram,"Kunjikrishnan and Unnikrishnan are the sons of a village ayurvedic physician. While Unnikrishnan becomes a doctor, his brother poses as a godman and fools all.",Romance,1994,U/A 13+,123,not present,not present,movie
1000106324,Dr B R Ambedkar,"Dr Bhimrao Ambedkar, the Father of the Indian Constitution, dedicated his life to creating a classless society. Watch his incredible journey.",Drama,2005,U,118,not present,not present,movie
1000229610,Ghayal Khiladi,"On learning that the company he is employed at is selling adulterated food products, good Samaritan Arivu sets out to fight the unethical practices.",Thriller,2018,U/A 13+,139,not present,not present,movie
1000115002,Simhaasanam,"Simhaasanam is a Malayalam drama starring Madhu in a double role, Lakshmi and Jagathy Sreekumar. Watch the full film, online only on Hotstar.",Drama,1979,U/A 16+,161,not present,not present,movie
1000186415,O Prema Devathe,"O Prema Devathe is a Kannada drama starring K Shivaram, Vijesh Saigal, Madhura, Prasannakshi, H Hanumanthaiah, directed by Shankaralinga Sugnalli. Sidharath, Akshay, Asha and Sheela are friends working at the film institute. Akshay loves Asha but she dies in an accident. Siddharth loves a village girl but she likes Akshay. Who marries the village girl forms the rest of the story. Watch the full movie, O Prema Devathe, online, only on Hotstar.",Drama,2007,U/A 16+,126,not present,not present,movie
1000158766,Rest House,"Raghu, a great detective with some of the toughest cases to his credit, is assigned the task of finding a dangerous outlaw who kidnaps children for ransom.",Thriller,1969,U/A 13+,137,not present,not present,movie
1260104492,A Nincompoop,Based on Anton Chekhov's story about a person who is dominated by society because he is weak.,Drama,2019,U/A 13+,11,not present,not present,movie
1000163619,Varnatheru,"Varnatheru is a Malayalam drama, starring Suresh Gopi, Mukesh, Urvasi and Sukumari. The film is directed by Antony Eastman. Asha is a collegian who is interested in social work. With the help of an orphanage, she plans to raise funds for the orphans. But things are not what they seem. Watch the full movie, Varnatheru online, only on Hotstar.",Drama,1999,U,99,not present,not present,movie
1260009588,Brucelee 2,"Karthik, a happy-go-lucky stuntman, finds his life turned upside down when his brother uncovers a deadly truth behind a supposedly terrorist attack.",Action,2015,U/A 13+,144,not present,not present,movie
1260010884,Nadungaadhey Illathil Pei,"In dire need of cash, Naresh accepts a challenge and enters a haunted house to get rid of the ghost. Trouble starts when the ghost insists on marrying him.",Horror,2016,U/A 13+,120,not present,not present,movie
1000162893,Signal Man Siddappa,"Siddappa works as a signalman with the railways. One mundane day, he encounters something that endangers his family.",Drama,1971,U/A 7+,148,not present,not present,movie
1770021003,The Special Relationship,A dramatization that traces former UK prime minister Tony Blair's relationships with Bill Clinton and George W. Bush.,Historical,2010,U/A 16+,88,not present,not present,movie
1000186633,A 2nd Hand Lover,"Dejected after losing his girlfriend in an accident, Ajai comes to Bengaluru to try his luck in the music industry. What happens when he meets Anjali?",Romance,2015,U/A 13+,129,not present,not present,movie
1260039059,Expedition Everest,"In this expedition on Mount Everest, dozens of scientists converge to investigate what secrets the world's highest peak has to tell us about our changing climate.",Adventure,2020,U/A 7+,42,not present,not present,movie
1260021517,Phineas and Ferb: Mission Marvel,"To save Danville, Phineas and Ferb team up with the Marvel Superheroes who have lost their powers thanks to Dr. Doofenshmirtz.",Animation,2013,U,44,not present,not present,movie
1000166648,Ranga Patanga,"When Jumman's beloved oxen goes missing, he decides to search them no matter what. However, on his quest to find them, he lands up in a media circus.",Drama,2016,U,99,not present,not present,movie
1000152016,Kuttikkuppayam,"Jabbar's mother ridicules his wife, Zubaida, for not conceiving and plots to separate them. Zubaida marries again and gets a child, leaving Jabbar shocked.",Drama,1964,U,139,not present,not present,movie
1000064126,Tuneega Tuneega,"Karthik and Nidhi constantly play pranks on each other till she goes abroad to study. Years later, they reunite and fall in love. But is marriage on the cards?",Drama,2012,U/A 13+,144,not present,not present,movie
1000215465,Bibaho Diaries,"Amidst the amusing clash of age-old traditions and new-age solutions, a young couple inspects their relationship before and after marriage.",Comedy,2017,U/A 13+,127,not present,not present,movie
1000156927,Kammattipadam,Krishnan returns to his hometown from Mumbai when his friend Ganga calls him asking for help. Soon they realise that their criminal past is catching up to them.,Action,2016,U/A 16+,163,not present,not present,movie
1770002743,Rocky,"Rocky is a Bengali drama starring Mahaakshay Chakraborty, Mithun Chakraborty and Pooja Bose and directed by Sujit Mondal. The police are on the trail of Mumbai based goon Rocky. He lands up in Kashmir and falls in love with Nandini. But, he soon learns that she loves Avik, a minister's son. What will he do? Watch the full movie, Rocky online, only on Hotstar.",Drama,2013,U/A 13+,129,not present,not present,movie
1000101529,Vathikuchi,"Sakthi, an auto driver, falls in love with Leena. However, his life turns upside down when he runs into three criminals who have been baying for his blood.",Action,2013,U/A 13+,133,not present,not present,movie
1000115878,Kusuma,"Kusuma falls unconscious one night in a pub. A medical test reveals that she is HIV positive and everyone, including her boyfriend, begin to alienate her.",Drama,2008,U/A 13+,138,not present,not present,movie
1770001199,Independence Day,"After a devastating alien attack, the President, an Air Force Marshall and a satellite expert devise a counterattack to save the world.",Action,1996,U/A 13+,138,not present,not present,movie
1260061420,Tehreer,"When a retired judge pens down his memoirs in seclusion, a letter arrives from Central Jail, pushing him to remember his last verdict.",Crime,2021,U/A 13+,22,not present,not present,movie
1000193318,Maniyara,"Noorjahan and Sabna get married into the same family. While Sabna brings good dowry with her, poor Noorjahan is treated like a servant by her mother-in-law.",Drama,1983,U/A 13+,119,not present,not present,movie
1000001027,Fukrey,Four friends dream to make it big with a 'get-rich-quick' scheme. Chaos and mayhem ensues when they get involved with a local gangster.,Comedy,2013,U/A 13+,135,not present,not present,movie
1000184491,Humrahi,"When a simple village girl moves to London with her husband, the last thing she expected was getting sucked into the modelling world.",Drama,2007,U,113,not present,not present,movie
1000095861,Raju Rani Jackie,"Rani and Jackie are lookalikes with totally different personalities. Major confusion takes over when Raju, a photographer, enters their lives.",Drama,1983,U/A 13+,131,not present,not present,movie
1000110070,Coolie,Kunjali and Sethu are manual labourers. Police officer Madhu tries to protect them from getting into trouble when a don takes over the market.,Action,1983,U/A 13+,94,not present,not present,movie
1000055660,13-Padamoodu,Manohar and Priya's marriage hits rock bottom when they realise that a new TV show is about their lives. How will this shape the fate of their family?,Horror,2009,U/A 13+,137,not present,not present,movie
1000162914,Pravaha,"Marappa sells clay pots. When everyone begins to cheat him, it becomes difficult for him and his family to survive.",Family,2004,U/A 7+,102,not present,not present,movie
1770001168,Taken 3,"Lenore, Bryan Mills' ex-wife, is murdered and with revenge on his mind, he's driven to protect his daughter, Kim from her wife's murderers.",Action,2015,U/A 16+,108,not present,not present,movie
1000101171,Heegu Unte,"When women face constant sexual harassment in a factory, Annaiah decides to build a set-up where everyone works with dignity. But fate intervenes with his plans.",Drama,2008,U/A 16+,145,not present,not present,movie
1000167719,Bhanamathi,Swamy lures young girls and performs black magic on them. A police inspector takes him on and tries to tackle his evil powers.,Drama,2007,U/A 16+,142,not present,not present,movie
1000106101,Aabhijathyam,"Malathi's parents let Madhavan stay with them for his studies, but she ends up falling for him. How will they unite when her father stands against this relation?",Romance,1971,U,161,not present,not present,movie
1000188754,Swetha Nagara,"Madhumati is a scholar researching snakes. Her professor tells her about centuries-old Naga Sastram, written by priests, and she sets out on a mission.",Drama,2004,U/A 13+,123,not present,not present,movie
1770002750,Refugee,"Refugee is a Bengali drama starring Prosenjit Chatterjee and Rambha. A young man and his family are uprooted from their community and become bonded labourers in another country. The refugee then rises up to become the saviour of the oppressed. Watch the full movie, Refugee online, only on Hotstar.",Drama,2006,U/A 13+,148,not present,not present,movie
1000096732,Shishya,"Vasa is a protégé of Chandrappa, an underworld don. However, things take a turn for the worse when Vasundhara, Chandrappa's daughter, falls in love with Vasa.",Action,2006,U/A 16+,148,not present,not present,movie
1000225688,A New Age Of Exploration,Have humans become superhuman? Meet the superheroes of exploration and science leading humanity to the uncharted territory.,Documentary,2017,U/A 13+,45,not present,not present,movie
1770002195,Fantastic Four (2005),"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",Superhero,2005,U/A 7+,105,not present,not present,movie
1837047757,Love in the time of corona,Anthology of five short films about lovers during the worldwide lockdown.,Romance,2021,U/A 16+,81,not present,not present,movie
1000106676,Hi Chinnu,The chief minister's daughter and his assistant's son are in love. But the CM goes against their relationship and has other plans.,Romance,2005,U/A 7+,121,not present,not present,movie
1770021089,Taking Chance,"Lt. Col. Michael Strobl, a volunteer military escort officer, accompanies the body of 19-year-old Marine Chance Phelps back to his hometown of Dubois, Wyoming.",Drama,2009,U/A 13+,74,not present,not present,movie
1260081836,Welcome on Board,"Four cabin crew members must face their biggest fears, struggles and dilemmas when adversity hits them hard.",Drama,2020,U/A 13+,70,not present,not present,movie
1260073489,Maratha Mandir Cinema,"Born and brought up in Mumbai's red-light area, naïve Simran discovers the long-running movie DDLJ, which in turn sparks hope of love and life in her.",Drama,2021,A,12,not present,not present,movie
1000154344,Mangalam Nerunnu,Madhu and Usha are in love and about to get married. Some shocking revelations about her family by her father leave a bitter taste. What are they?,Drama,1984,U/A 13+,156,not present,not present,movie
1000065771,Bodyguard,"A bodyguard falls in love with a woman over the phone, without realising that she is actually the woman he is protecting.",Action,2011,U/A 13+,125,not present,not present,movie
1260021274,Timmy Failure: Mistakes Were Made,"Timmy Failure follows the hilarious exploits of our quirky, deadpan hero who, with his polar bear partner Total, operates a detective agency.",Family,2020,U/A 7+,99,not present,not present,movie
1260018037,The Royal Tenenbaums,Three gifted yet distant siblings have to reunite when their estranged father announces he is dying.,Comedy,2001,A,109,not present,not present,movie
1000116085,Udvega,A little misunderstanding turns Jeeva and his wife's life topsy-turvy. Will they be able to handle the situation and set things right?,Drama,2008,U/A 13+,112,not present,not present,movie
1260022851,Smash And Grab,Two antiquated robots risk everything for freedom and for each other.,Animation,2019,U,8,not present,not present,movie
1770016137,Baahubali 2: The Conclusion,Why did Kattappa kill Amarendra Baahubali? Unveil the mystery and many more secrets that lie in the depths of the Mahishmati kingdom.,Action,2017,U/A 16+,160,not present,not present,movie
1000063883,Sree,"When a young man tries to protect the woman he loves, he learns a secret about his own past. Will this change his relationship with her?",Action,2005,U/A 13+,140,not present,not present,movie
1000083208,Ganda Hendathi,A passionless marriage leads a woman to have an affair with her college love. But their liaison turns dangerous when her her husband learns of it.,Thriller,2006,U/A 13+,120,not present,not present,movie
1660000044,Thor,"The powerful, but arrogant god Thor, is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",Superhero,2011,U/A 13+,114,not present,not present,movie
1260018338,Pirates Of The Caribbean: On Stranger Tides,Captain Jack Sparrow journeys to the fabled Fountain of Youth when a woman from his past forces him to board the ship of his nemesis Blackbeard.,Action,2011,U/A 13+,136,not present,not present,movie
1000110164,Ee Lokam Evide Kure Manushyar,"Ummer, a labourer, works for the welfare of the people. His life changes when he meets Abbas Ikka and joins his illegal business.",Action,1985,U/A 13+,110,not present,not present,movie
1000162889,Preethiya Huccha,"Gajendra is unemployed. He is in love with the daughter of a rich businessman. He has to first face the father, who is against him before wooing the girl.",Drama,2007,U/A 13+,110,not present,not present,movie
1000065581,Nishabd,An elderly photographer's family life takes a wrong turn when his innocent affection towards his daughter's friend snowballs into a forbidden love affair.,Drama,2007,U/A 13+,104,not present,not present,movie
1000231026,Antaryudh,"Lives of a motley group of people, who have nothing in common is bound by a fragile thread. Who are these people and what's the uniting factor?",Thriller,2018,U/A 16+,106,not present,not present,movie
1000068388,Deepangal Sakshi,"With rampant corruption and messy law-and-order situation, Rishi, an honest IAS officer, gets into trouble when evil forces plot against him.",Action,2005,U/A 13+,107,not present,not present,movie
1000225758,Megafactories: Super Subway Car,"The R-160 Subway car, the newest member of the New York City Transit fleet, brings 21st Century safety and technological innovations to a mass transit system.",Science,2017,U/A 7+,47,not present,not present,movie
1000106435,Aavanikunnile Kinnaripookkal,"Indu falls in love with Raju, an orphan, but her aunt, Dr Rajalakshmi, opposes their relationship. What happens when Rajalakshmi realises Raju's true identity?",Drama,1991,U/A 7+,90,not present,not present,movie
1260104491,Move On,"Sometimes we hold a grudge against someone for so long, that it keeps us from moving forward in life. Find out why is it important to let go.",Drama,2016,U/A 13+,4,not present,not present,movie
1260017869,The Wild,"Samson, The Lion's son is accidentally shipped off to Africa, it's up to him and his curling team to rescue him. The group embarks upon a rollicking adventure.",Animation,2006,U/A 7+,81,not present,not present,movie
1770000751,Thank You For Smoking,"The movie follows Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year old son.",Comedy,2005,U/A 16+,92,not present,not present,movie
1000163537,Padunna Puzha,"Padunna Puzha is a Malayalam drama movie starring Prem Nazir, KP Ummer, Adoor Bhasi, Sankaradi, Radhakrishnan and directed by M Krishnan Nair. Rajalakshmi is Indumathi's music teacher. Both are in love with a famous artist Jayachandran. Indumathi's brother Raveendran rapes and kills Rajalakshmi and everyone suspects Jayachandran. Watch the full movie, Padunna Puzha, online, only on Hotstar.",Drama,1968,U,132,not present,not present,movie
1000104848,Taarzan: The Wonder Car,"Raj repairs his deceased father Deven's unfinished car. Although a futuristic vehicle, it becomes too much for Raj to handle.",Action,2004,U/A 7+,156,not present,not present,movie
1260074690,Diary of a Wimpy Kid,"Greg Heffley dreams of becoming famous while surviving middle school with his best friend, Rowley.",Comedy,2021,U/A 7+,56,not present,not present,movie
1260048630,Santharppavaathi,"A thug, an MLA and a good-for-nothing plan to rob a bank. However, loyalty and honesty rarely go hand in hand with earning easy money.",Action,2013,U/A 16+,148,not present,not present,movie
1000221235,Vishwaroopam 2,"It's a battle of brain, brawn and emotions for RAW agent Wisam Ahmad Kashmiri struggling between eliminating his nemesis and maintaining his personal life.",Action,2018,U/A 16+,135,not present,not present,movie
1260072216,Hum Do Hamare Do,Self-made man Dhruv and social media star Anya fall in love and decide to marry. Just one problem - he's an orphan. The only solution - make a fake family.,Comedy,2021,U/A 7+,128,not present,not present,movie
1260063555,Chutney,"Anita is a demure domesticated wife to an unfaithful husband. When things go wild, Anita takes charge with her strongest weapon - food.",Comedy,2021,U/A 16+,16,not present,not present,movie
1260009973,Boomerang,"A young man has to undergo a face transplant after being gravely injured in a fire accident. But soon, he realises that his new face has many enemies.",Thriller,2019,U/A 13+,113,not present,not present,movie
1000050766,Hungama,Lives of a bunch of complete strangers get entwined due to mistaken identities landing them in chaotic and hilarious situations.,Comedy,2003,U,146,not present,not present,movie
1000084315,Prem Ratan Dhan Payo,"Crown Prince Yuvraj Vijay Singh and his doppelganger, a carefree stage actor, Prem Dilwale's lives get entangled in a royal battle of romance and deceit.",Romance,2015,U,148,not present,not present,movie
1000110158,Adrushta Yaariguntu Yaarigilla,"After Pappanna betrays them, Shankar and his family plan to commit suicide in a haunted house. But Pappanna gets killed, and his killers hide in the same house.",Drama,2008,U/A 13+,129,not present,not present,movie
1000070092,Dopidi,"On a quest to recover his father's money, a race-car driver faces a powerful gang, a rare diamond and a slave racket. What follows is an exciting chase.",Action,2013,U/A 13+,148,not present,not present,movie
1260016863,"Monsters, Inc.","Sulley, a lovable monster, and his friend Mike try their best to help a little girl to return home after she accidentally wanders into Monstropolis.",Animation,2001,U,92,not present,not present,movie
1260040680,Andha Oru Nimisham,"Jo and Swathi's lives get intertwined after a scientist reveals that they are leading parallel lives. However, things take an ugly turn when Swathi is killed.",Romance,2017,U/A 16+,152,not present,not present,movie
1000160883,Thazhvaram,"Thazhvaram is a Malayalam drama, starring Mohanlal, Salim Ghouse, Sumalatha, directed by Bharathan. Balan and Raju are good friends. One day, Raju murders Balan's wife and runs away with his money. Balan decides to seek revenge and teach Raju a lesson. Watch the full movie, Thazhvaram, online only on Hotstar.",Thriller,1990,U/A 13+,122,not present,not present,movie
1260102913,Heropanti,"To trace down his runaway daughter and her lover, Chaudhary kidnaps their friend Bablu. Chaos ensues when Bablu falls for Chaudhary’s younger daughter, Dimpy",Action,2014,U/A 13+,135,not present,not present,movie
1000101320,Minnaminnikootam,"Life is not easy for seven dear friends. While each one is dealing with personal issues, Charulatha takes a firm stand after a disagreement with her boyfriend.",Romance,2008,U,139,not present,not present,movie
1660010583,Star Wars: Attack Of The Clones,"Anakin Skywalker shares a forbidden romance with Padme Amidala, while Obi-wan Kenobi discovers a sinister plot to destroy the Republic.",Science Fiction,2002,U/A 13+,142,not present,not present,movie
1000069641,Sthreela Kosam,"When a lecherous DCP forces himself on one of the female constables, circle inspector Bhavani decides to bring him to justice. How will she teach him a lesson?",Action,2010,U/A 13+,131,not present,not present,movie
1000019465,Raqeeb,"Femme fatale Sophie charms men and then kills them for their money. When she traps Remo, his cousin Siddharth sets out to take revenge on her.",Thriller,2007,U/A 16+,114,not present,not present,movie
1000095938,Pelleedu Pillalu,"Sisters Durga and Shanti are wronged by their uncle, Rao, and decide to seek revenge. But how far will Durga go to destroy her uncle?",Drama,1982,U/A 13+,136,not present,not present,movie
1836051852,Woh Pal,"Seven-year-old Aman, reminds everyone of something extremely important and teach the most valuable lesson of life.",Drama,2019,U,11,not present,not present,movie
1000060268,Mattondu Maduvena,Mrudula and Vivek face problems when her parents try to control their marriage with unnecessary meddling. This causes friction in the life of the newlyweds.,Comedy,2011,U/A 7+,122,not present,not present,movie
1000154433,Muthodu Muthu,"Aachi, an orphan girl, falls in love with Anil. While he treats her like a sister, Anil's father takes a surprising decision.",Family,1984,U/A 13+,119,not present,not present,movie
1260072655,Kanakam Kaamini Kalaham,"As Pavithran and Haripriya's marriage withers away, he plans a trip to bring things back on track. But his marital bliss is threatened by a bunch of nutjobs.",Comedy,2021,U/A 7+,121,not present,not present,movie
1000188182,Hunter,"A film producer gets killed by his colleagues. Then, his son decides to take revenge.",Drama,2003,A,131,not present,not present,movie
1000068428,Aparichituraalu,"A medical company employee, Brinda also fights for women's rights. Her life takes a drastic turn when a series of murders takes place via poisoning.",Thriller,2006,U/A 16+,106,not present,not present,movie
1770001604,Percy Jackson & The Olympians: The Lightning Thief,"Zeus accuses Poseidon's demigod son, Percy Jackson, of the theft and threatens to wage war if his master bolt isn't retrieved within two weeks.",Adventure,2010,U/A 7+,118,not present,not present,movie
1610012413,Sugar Free,"Akshay is an over worked and unhappy employee of a firm, but his life changes over a nice hot coffee with a stranger.",Romance,2019,U/A 13+,9,not present,not present,movie
1770021123,Ellen DeGeneres: Here And Now,"In this hilarious stand-up special, Ellen talks about things such as procrastination and how foolish some modern things are.",Standup Comedy,2003,U/A 13+,59,not present,not present,movie
1770015984,Shabd,"Seeking an inspiration for a story, Shaukat manipulates the lives of his wife and her colleague. Soon, his obsession with the story blurs Shaukat's reality.",Drama,2005,U/A 13+,142,not present,not present,movie
1000115094,Vida Parayaanmathram,"A happily married couple, Jayashankar and Aarathi, seek divorce because of frivolous ego issues. What will happen to them?",Family,1988,U/A 13+,133,not present,not present,movie
1000109475,Sanchu,"Sanjana's fortune changes when she becomes an actress and marries a film financier. But when her past clashes with her present, she makes a harsh choice.",Drama,2008,U/A 13+,97,not present,not present,movie
1260105707,Miyan Biwi Aur Banana,Having crooked teeth has always been a roadblock in Lokesh’s plan of getting married. Things change for the better when a foreigner decides to help him.,Comedy,2020,U/A 16+,20,not present,not present,movie
1000230505,Monkey Baat,Vayu struggles to settle in a new city and resorts to unfair means to force his father to take him back to Kolhapur. Will his plan work?,Drama,2018,U/A 13+,89,not present,not present,movie
1260057100,Frozen Kingdom Of the Snow Leopard,This is the story of a devout female snow leopard who settles into an unfamiliar valley to give birth and raise her two cubs despite incredible odds.,Animals & Nature,2021,U/A 7+,44,not present,not present,movie
1260016010,Tolkien,"The biopic explores the formative years of the author as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.",Historical,2019,U/A 13+,111,not present,not present,movie
1835061605,Yesterday,Witness the turmoil of Riddhi and Adesh's relationship and how under the influence of their ego they are urging themselves to shut their feelings for each other.,Drama,2019,U/A 13+,16,not present,not present,movie
1000055659,Police Police,"Srikanth is an honest cop who crosses paths with a corrupt officer, Ravikanth. What follows is a thrilling and unmissable bad cop versus good cop action!",Action,2010,U/A 13+,142,not present,not present,movie
1260103184,Kaathuvaakula Rendu Kaadhal,"Unlucky since birth, Rambo finds hope when he falls in love with Kanmani and Khatija. His life gets complicated further when they both pursue him.",Romance,2022,U/A 16+,157,not present,not present,movie
1100003883,Nimir,"When publicly embarrassed, photographer Selvam vows to not wear slippers until he has avenged the humiliation, thereby triggering a chain of hilarious events.",Comedy,2018,U,123,not present,not present,movie
1260016848,The Jungle Book 2,"Mowgli misses the jungle and his old friends, so he runs away from the village, unaware of the danger he's inviting by going back to the wild.",Animation,2003,U,72,not present,not present,movie
1000239526,Dongri Ka Raja,"Raja, the wingman of Dongri's most powerful don, is next to take his legacy forward. All is well until he falls in love and decides to quit the path of crime.",Drama,2016,U/A 13+,126,not present,not present,movie
1808019741,Rishton Ka BOJH,An emotional story of an old man who is not treated well by his son and daughter-in-law. Will they realise that he is not a burden but a gift?,Drama,2019,U/A 7+,29,not present,not present,movie
1260018344,Planes: Fire & Rescue,"Due to his inability to race, Dusty joins the world of aerial firefighting where he learns the meaning of being a true hero.",Animation,2014,U,80,not present,not present,movie
